No.,OPVO Code,Subject Area,Program Name (EN),University (EN),Level,Status,Reg. Date,RK Citizens (KZT),Foreign Currency,Foreign Citizens (KZT/USD),English (EPVO),Price Data Year,RK (USD equiv.),Foreign (KZT equiv.)
6473,6B07215,Engineering & Technology,Technology of Pharmaceutical Production,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,03.10.2022,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
6474,6B07125,Engineering & Technology,Chemical Technology of Organic Substances,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,20.09.2022,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
6475,6B07117,Engineering & Technology,Chemical Technology of Petroleum Products,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,21.01.2022,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
6476,6B05105,Natural Sciences & Mathematics,Biotechnology,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,07.09.2022,980280,KZT,1785000,Yes,2025-2026,2178,1785000
6477,6B08601,"Agriculture, Food & Veterinary",Water Resources and Water Use,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,19.09.2022,933600,KZT,1785000,No,2025-2026,2075,1785000
6478,6B07211,Engineering & Technology,Hydrogeology and Engineering Geology,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,13.09.2022,1111380,KZT,1785000,Yes,2025-2026,2470,1785000
6479,6B05204,Natural Sciences & Mathematics,Hydrogeology and Geoecology,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,19.09.2022,980280,KZT,1785000,Yes,2025-2026,2178,1785000
6480,6B05207,Natural Sciences & Mathematics,Geology of Combustible Minerals,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,07.08.2023,980280,KZT,1785000,Yes,2025-2026,2178,1785000
6481,6B05203,Natural Sciences & Mathematics,Applied Geology,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,12.09.2022,980280,KZT,1785000,Yes,2025-2026,2178,1785000
6482,6B07202,Engineering & Technology,Geology and Exploration of Mineral Deposits,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,18.11.2019,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
6483,6B07214,Engineering & Technology,Drilling Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,08.08.2022,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
6484,6B07126,Engineering & Technology,Trunk Networks and Infrastructure,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,21.01.2022,1166940,KZT,1785000,Yes,2025-2026,2593,1785000
6485,6B07223,Engineering & Technology,Geology and Natural Resources Exploration,Turan,Bachelor,Updated,02.09.2025,1284000,,,Yes,2024-2025,2853,
6486,6B07222,Engineering & Technology,Petroleum Engineering,Turan,Bachelor,Updated,04.09.2025,1284000,,,Yes,2024-2025,2853,
6487,6B05208,Natural Sciences & Mathematics,Seismology,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,19.06.2024,980280,KZT,1785000,Yes,2025-2026,2178,1785000
6488,6B07116,Engineering & Technology,Technology of Basic Productions and New Materials,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,17.08.2022,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6489,6B05206,Natural Sciences & Mathematics,Environmental Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,03.12.2021,1111380,KZT,2022960,Yes,2025-2026,2470,2022960
6490,6B07217,Engineering & Technology,Technology of Rare and Radioactive Elements,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,26.08.2022,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6491,6B07203,Engineering & Technology,Metallurgy and Mineral Processing,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,18.11.2019,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6492,6B07213,Engineering & Technology,Mineral Processing,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,27.06.2022,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6493,6B07221,Engineering & Technology,Mine Surveying,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,21.05.2025,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6494,6B07316,Engineering & Technology,Cadastre and Geospatial Planning,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,30.06.2025,1278060,KZT,1725381,No,2025-2026,2840,1725381
6495,7M01734,Education,English Language and Media Didactics (Turkey DD),Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Master,Updated,21.05.2025,762000,KZT,800000,Yes,2025-2026,1693,800000
6496,6B07314,Engineering & Technology,Geodesy and Cartography,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,10.06.2025,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6497,7M01601,Education,History,Kyzylorda University Bolashak LLP,Master,Updated,26.07.2019,600000,KZT,600000,No,2025-2026,1333,600000
6498,7M01721,Education,Russian Language and Literature,Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Master,Updated,05.07.2019,762000,KZT,800000,Yes,2025-2026,1693,800000
6499,6B05301,Natural Sciences & Mathematics,Chemistry,NJC «KazNWTTU,Bachelor,Updated,23.08.2019,1000000,KZT,1000000,No,2025-2026,2222,1000000
6500,6B06102,Information & Communication Technologies,Computer Science,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,10.07.2019,1278060,KZT,1954980,Yes,2025-2026,2840,1954980
6501,6B07102,Engineering & Technology,Automation and Control,International Engineering and Technological University,Bachelor,Updated,01.07.2019,950000,KZT,1000000,No,2025-2026,2111,1000000
6502,6B01426,Education,Music Education,Kazakhstan Medical University School of Public Health LLP,Bachelor,Updated,03.05.2024,,,,No,,,
6503,6B01404,Education,Physical Culture and Sports,Kyzylorda University Bolashak LLP,Bachelor,Updated,11.09.2019,450000,KZT,450000,No,2025-2026,1000,450000
6504,6B01507,Education,Mathematics and physics,Non-profit joint-stock company «Arqalyq Pedagogical University named after Ybyrai Altynsarin,Bachelor,Updated,03.05.2024,625000,KZT,625000,No,2025-2026,1389,625000
6505,6B07110,Engineering & Technology,Control and Measurement Instruments and Systems in Robotics,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Included,08.07.2026,1260000,KZT,1800000,No,2025-2026,2800,1800000
6506,7M01702,Education,Foreign Language: Two Foreign Languages (Master's),Kazakh anerican free univ,Master,Updated,19.08.2019,620000,KZT,620000,No,2025-2026,1378,620000
6507,7M07109,Engineering & Technology,Chemical Engineering of Hydrocarbon Compounds,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,25.06.2025,1500000,KZT,2000000,Yes,2025-2026,3333,2000000
6508,7M05201,Natural Sciences & Mathematics,Ecology and Nature Management,International University Astana LLP,Master,Updated,23.08.2019,1000000,KZT,1000000,No,2025-2026,2222,1000000
6509,6B01514,Education,Informatics,"NLC ""Korkyt Ata KU",Bachelor,Updated,04.06.2024,591000,KZT,591000,Yes,2025-2026,1313,591000
6510,7M01311,Education,Pedagogy and Methods of Primary Education,Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Master,Updated,11.07.2019,762000,KZT,800000,Yes,2025-2026,1693,800000
6511,7M01471,Education,"Arts, Graphics and Design",Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Master,Updated,09.07.2021,762000,KZT,800000,Yes,2025-2026,1693,800000
6512,8D07204,Engineering & Technology,Metallurgical Engineering,Satbayev Kazakh National Research Technical University NPJSC,Doctoral (PhD),Updated,15.11.2023,2223600,KZT,2400000,Yes,2025-2026,4941,2400000
6513,6B01514,Education,Informatics,"NLC ""Korkyt Ata KU",Bachelor,Updated,24.04.2024,591000,KZT,591000,No,2025-2026,1313,591000
6514,7M05203,Natural Sciences & Mathematics,Hydrogeology and Engineering Geology,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,17.06.2025,1500000,KZT,2000000,No,2025-2026,3333,2000000
6515,7M04211,"Business, Economics & Law",Law,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,24.09.2019,905760,KZT,1222776,No,2025-2026,2013,1222776
6516,7M01211,Education,Preschool Education and Training,Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Master,Updated,02.07.2019,762000,KZT,800000,Yes,2025-2026,1693,800000
6517,7M01612,Education,History (Turkey DD),Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Master,Updated,10.07.2024,762000,KZT,800000,Yes,2025-2026,1693,800000
6518,6B01504,Education,Training of Chemistry Teachers,Almaty Humanitarian Economic University,Bachelor,Updated,19.08.2019,700000,KZT,700000,No,2025-2026,1556,700000
6519,6B04088,"Business, Economics & Law",(2) IT Law,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,03.05.2022,905760,KZT,1222776,No,2025-2026,2013,1222776
6520,6B04201,"Business, Economics & Law",Jurisprudence,ALMAU,Bachelor,Updated,01.11.2019,2900000,KZT,2900000,Yes,2025-2026,6444,2900000
6521,6B01511,Education,Geography-History,NJC «KazNWTTU,Bachelor,Updated,09.10.2023,1000000,KZT,1000000,No,2025-2026,2222,1000000
6522,6B04202,"Business, Economics & Law",International Law,Turan,Bachelor,Updated,12.07.2019,1476600,KZT,1476600,Yes,2025-2026,3281,1476600
6523,6B04108,"Business, Economics & Law",Marketing and PR Management,Kazakh anerican free univ,Bachelor,Updated,16.02.2022,620000,KZT,620000,No,2025-2026,1378,620000
6524,7M07103,Engineering & Technology,Materials Science and Technology of New Materials,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,21.08.2019,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
6525,7M01701,Education,Foreign Language: Two Foreign Languages (Master's),Kazakh anerican free univ,Master,Updated,05.11.2019,620000,KZT,620000,Yes,2025-2026,1378,620000
6526,6B01711,Education,Russian Language and Literature IP,NJC «KazNWTTU,Bachelor,Updated,04.06.2025,1000000,KZT,1000000,Yes,2025-2026,2222,1000000
6527,6B04201,"Business, Economics & Law",Jurisprudence,Almaty Humanitarian Economic University,Bachelor,Updated,07.08.2019,700000,KZT,700000,No,2025-2026,1556,700000
6528,6B02101,Arts & Humanities,Design,Almaty Humanitarian Economic University,Bachelor,Updated,29.08.2019,700000,KZT,700000,Yes,2025-2026,1556,700000
6529,7M07106,Engineering & Technology,Biomedical Engineering,Satbayev Kazakh National Research Technical University NPJSC,Master,Updated,15.04.2025,1650000,KZT,2199960,Yes,2025-2026,3667,2199960
6530,6B07106,Engineering & Technology,Instrumentation Engineering,Almaty University of Power Engineering and Telecommunications named after Gumarbek Daukeyev NPJSC,Bachelor,Updated,02.05.2025,1260000,KZT,1800000,No,2025-2026,2800,1800000
6531,6B07103,Engineering & Technology,Automation and Robotics,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,25.07.2019,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
6532,6B01726,Education,Kazakh Language and Literature (IP),Kazakhstan Medical University School of Public Health LLP,Bachelor,Updated,19.04.2024,,,,No,,,
6533,6B04103,"Business, Economics & Law",Business Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,23.07.2019,905760,KZT,1700000,Yes,2025-2026,2013,1700000
6534,6B04104,"Business, Economics & Law",Startup Bachelor,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,16.05.2025,905760,KZT,1700000,Yes,2025-2026,2013,1700000
6535,6B04106,"Business, Economics & Law",IT Marketing,International Engineering and Technological University,Bachelor,Updated,30.06.2025,950000,KZT,1000000,No,2025-2026,2111,1000000
6536,6B04111,"Business, Economics & Law",Valuation (Assessment),Kazakh National Agrarian Research University NPJSC,Bachelor,Updated,10.11.2019,1000000,,,Yes,2025-2026,2222,
6537,6B04101,"Business, Economics & Law",Finance,Almaty Humanitarian Economic University,Bachelor,Updated,09.09.2019,700000,KZT,700000,No,2025-2026,1556,700000
6538,6B04107,"Business, Economics & Law",Public and Local Administration,Kazakh University of Technology and Business named after K. Kulazhanov JSC,Bachelor,Updated,30.06.2025,1200000,KZT,1200000,No,2025-2026,2667,1200000
6539,6B07107,Engineering & Technology,Operational and Service Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,06.05.2025,1111380,KZT,1700000,Yes,2025-2026,2470,1700000
6540,6B07102,Engineering & Technology,Automation and Control,International Engineering and Technological University,Bachelor,Updated,15.07.2019,950000,KZT,1000000,No,2025-2026,2111,1000000
6541,6B07104,Engineering & Technology,Electronic and Electrical Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,13.10.2021,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
6542,7R01158,Healthcare & Medicine,Rheumatology (Pediatric),Turan,Residency,Included,11.06.2026,1284000,KZT,,No,2025-2026,2853,
6543,7R01160,Healthcare & Medicine,Endocrinology (Pediatric),Turan,Residency,Included,01.06.2026,1284000,KZT,,No,2025-2026,2853,
6544,7R01157,Healthcare & Medicine,Pulmonology (Pediatric),Turan,Residency,Included,05.06.2026,1284000,KZT,,No,2025-2026,2853,
6545,7M04115,"Business, Economics & Law",Marketing,Almaty Humanitarian Economic University,Master,Updated,20.06.2025,850000,KZT,850000,No,2025-2026,1889,850000
6546,7R01155,Healthcare & Medicine,Pediatric Otorhinolaryngology,Turan,Residency,Included,29.06.2026,1284000,KZT,,No,2025-2026,2853,
6547,7M01101,Education,Pedagogy and Psychology,Almaty Humanitarian Economic University,Master,Updated,21.08.2019,850000,KZT,850000,No,2025-2026,1889,850000
6548,6B06104,Information & Communication Technologies,Cybersecurity by Industries,Q university,Bachelor,Updated,12.08.2020,750000,KZT,850000,No,2025-2026,1667,850000
6549,8D01701,Education,Kazakh Language and Literature,NJC «KazNWTTU,Doctoral (PhD),Updated,26.07.2019,2100000,KZT,2100000,No,2025-2026,4667,2100000
6550,6B06103,Information & Communication Technologies,Mathematical and Computer Modelling,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,06.05.2025,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
6551,6B06109,Information & Communication Technologies,Information Systems in Business,International Information Technology University JSC,Bachelor,Updated,03.07.2024,2400000,KZT,2400000,Yes,2025-2026,5333,2400000
6552,7R01152,Healthcare & Medicine,Pediatric Cardiology,Turan,Residency,Included,08.07.2026,1284000,KZT,,No,2025-2026,2853,
6553,6B07112,Engineering & Technology,Electronic and Electrical Engineering,Satbayev Kazakh National Research Technical University NPJSC,Bachelor,Updated,18.04.2025,1222560,KZT,1869900,Yes,2025-2026,2717,1869900
6554,6B01625,Education,History and Social Studies (IP),Kazakhstan Medical University School of Public Health LLP,Bachelor,Updated,18.04.2024,,,,No,,,
6555,7M01301,Education,Pedagogy and Methodology of Primary Education,Almaty Humanitarian Economic University,Master,Updated,08.08.2019,850000,KZT,850000,No,2025-2026,1889,850000
6556,7M01531,Education,Informatics,Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Master,Updated,10.07.2019,762000,KZT,800000,Yes,2025-2026,1693,800000
6557,7M04112,"Business, Economics & Law",Project Management (1 year),ALMAU,Master,Updated,20.06.2025,2310000,KZT,2310000,Yes,2025-2026,5133,2310000
6558,7R01150,Healthcare & Medicine,Maxillofacial Surgery (Pediatric),Turan,Residency,Included,18.06.2026,1284000,KZT,,No,2025-2026,2853,
6559,7M01731,Education,Foreign Language: Two Foreign Languages,Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Master,Updated,02.09.2019,762000,KZT,800000,Yes,2025-2026,1693,800000
6560,7M01504,Education,Chemistry,NJC «KazNWTTU,Master,Updated,09.07.2019,1200000,KZT,1200000,Yes,2025-2026,2667,1200000
6561,6B01202,Education,Educator and Speech Therapist of Pre-school Organizations,NJC «KazNWTTU,Bachelor,Updated,29.03.2024,1000000,KZT,1000000,No,2025-2026,2222,1000000
6562,7M01301,Education,Pedagogy and Methodology of Primary Education,Almaty Humanitarian Economic University,Master,Updated,26.07.2019,850000,KZT,850000,No,2025-2026,1889,850000
6563,6В04111,"Business, Economics & Law",Economics and Management,UIB,Bachelor,Updated,11.09.2019,1899000,KZT,1899000,Yes,2025-2026,4220,1899000
6564,7M01403,Education,"Artistic Labor, Graphics, and Design",NJC «KazNWTTU,Master,Updated,24.08.2019,1200000,KZT,1200000,No,2025-2026,2667,1200000
6565,7M04205,"Business, Economics & Law",Law,Kazakh anerican free univ,Master,Updated,30.06.2025,,,,No,,,
6566,7M01611,Education,History,Pavlodar Pedagogical University named after Alkey Margulan NPJSC,Master,Updated,15.07.2019,762000,KZT,800000,Yes,2025-2026,1693,800000
